filename,dc.subject,dc.language.iso,dc.type,dc.date.issued,dc.title,dc.contributor.author,dc.contributor.publisher
DP70143.xml,Biological Sciences||Food science||Biological Sciences||Physiology||Factors||Influencing||Kieffer||Pears||Physiological||Ripening,English,Dissertation,1936,Physiological factors influencing the ripening of Kieffer pears,"Lutz, J. M.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70145.xml,Biological Sciences||Animal sciences||Chickens||Effects||Growth||Nutrition||Variability,English,Dissertation,1941,Effects of nutrition on variability in the growth of chickens,"Hammond, John Clarke","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70146.xml,Social Sciences||Environmental economics||Health and Environmental Sciences||Environmental studies||Botanical||Control||Economic||Erosion||Maryland||Poplar||Significance||White,English,Dissertation,1942,"The botanical erosion control, and economic significance of white poplar in Maryland","Grober, Samuel","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70147.xml,Biological Sciences||Physiology||Pure Sciences||Biochemistry||A||Albino||Blood||Chemical||Components||Debt||Distribution||Influence||Muscle||Other||Oxygen||Phosphates||Rat||Rats||Study||Training,English,Dissertation,1952,A study of oxygen debt in the albino rat: The influence of training on the distribution of phosphates and other chemical components of the blood and muscle of rats,"Grollman, Sidney","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70148.xml,Biological Sciences||Food science||A||Affecting||Beans||Factors||L||Phaseolus||Quality||Snap||Study||Vulgaris,English,Dissertation,1951,A study of factors affecting the quality of snap beans (<italic><p>Phaseolus vulgaris</italic> L.),"Guyer, Richard Bennett","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70149.xml,Education||Teacher education||Education||Curriculum development||Changes||Child||Curriculum||Participated||Practices||Study||Teachers||Who,English,Dissertation,1952,Changes in curriculum practices of teachers who participated in child study,"Greene, John D.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70151.xml,Biological Sciences||Plant pathology||Biological Sciences||Entomology||Biology||Certain||Conotrachelus||Control||Curculio||Data||Herbst||Numphar||Phenological||Plum||Reference||Special,English,Dissertation,1937,Biology and control of the plum curculio (<italic>Conotrachelus<p>numphar</italic> Herbst) with special reference to certain phenological data,"Graham, Castillo","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70152.xml,Health and Environmental Sciences||Dentistry||Health and Environmental Sciences||Medicine||Aciduric||Activity||Citrus||Diastatic||Fruits||Health||Local||Microorganisms||Oral||Ph||Reference||Reflected||Saliva||Special||Studies||Systemic||Use,English,Dissertation,1940,"Studies on oral health as reflected in the saliva, with special reference to the local and systemic use of citrus fruits, oral aciduric microorganisms, diastatic activity and pH","Florestano, Herbert Joseph","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70153.xml,Biological Sciences||Physiology||Pure Sciences||Biochemistry||Activity||Complement||Guineas||Hemolytic||Measurement||Pig||Preservation||Production,English,Dissertation,1937,"Measurement, production and preservation of the hemolytic activity of guinea pig complement","Faber, John E.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70154.xml,Biological Sciences||Plant pathology||Biological Sciences||Microbiology||American||Brown||Fruit||Fungi||Rot||Rotting||Sclerotinias,English,Dissertation,1924,Fruit-rotting sclerotinias.The American brown-rot Fungi,"Ezekiel, Walter Naphtali","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70155.xml,Pure Sciences||Biochemistry||Health and Environmental Sciences||Toxicology||Animals||Man||Mannitol||Metabolism||Sorbitol||Toxicity,English,Dissertation,1941,The metabolism and toxicity of mannitol and sorbitol in man and animals,"Ellis, Fred Wilson","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70156.xml,Pure Sciences||Organic chemistry||Acetates||Halogeno||Inversion||Orthoesters||Relation||Sugar||Walden,English,Dissertation,1941,"Sugar acetates, halogeno-acetates, and orthoesters in relation to the Walden inversion","Frush, Harriet Louise","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70157.xml,Social Sciences||Social structure||A||Collar||Sociology||Suburb||White,English,Dissertation,1944,"The sociology of a white collar suburb: Greenbelt, Maryland","Form, William Humbert","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70158.xml,Biological Sciences||Physiology||Biological Sciences||Botany||Biological Sciences||Agronomy||A||Certain||Climatic||Conditions||Edaphic||Effect||Esculentum||Fruiting||Growth||Lycopersicum||Physiological||Reference||Study||Tomato,English,Dissertation,1939,A physiological study of growth and fruiting of the tomato<p>(<italic>Lycopersicum esculentum</italic>)&mdash;with reference to the effect<p>of certain climatic and edaphic conditions,"Stier, Howard Livingston","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70159.xml,Pure Sciences||Analytical chemistry||A||Compounds||Iodine||Media||Radiopaque||Some||Study||Uses,English,Dissertation,1943,A study of some iodine compounds uses a radiopaque media,"Cross, John Milton","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70160.xml,Pure Sciences||Organic chemistry||Aspects||Combustion||Displacements||Flame||Gases||Giving||Maximum||Methane||Mixtures||Particular||Propagation||Reference||Slow||Some||Velocities,English,Dissertation,1939,"Some aspects of the slow propagation of flame in gases, with particular reference to the displacements of the mixtures giving maximum flame velocities in the combustion of methane","Denues, Arthur Russell Taylor","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70161.xml,Biological Sciences||Plant pathology||Biological Sciences||Parasitology||2||Bulbigenum||Cantaloups||Cke||Cucumbers||F||Fusarium||Host||Inoculated||Mass||Niveum||Parasite||Relationship||Resistant||Susceptible||Var||Wr,English,Dissertation,1943,"The host-parasite relationship in susceptible cantaloups, resistant<p>cantaloups, and cucumbers inoculated with <italic>Fusarium bulbigenum</italic><p>(Cke. and Mass.) var. niveum Wr. f. 2","Cox, Carroll Eastburn","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70162.xml,Biological Sciences||Aquatic sciences||A||Analyses||Based||Bass||Classes||Fishery||Five||Four||Maryland||Scale||Striped||Study||Successive||Year,English,Dissertation,1947,"A five-year study of the striped bass fishery of Maryland, based on scale analyses of four successive year classes","Tiller, Richard Edward","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70163.xml,Pure Sciences||Organic chemistry||Health and Environmental Sciences||Pharmacology||Aliphatic||Aminoalcohols||Interest||Pharmacologic||Synthesis,English,Dissertation,1943,The synthesis of aliphatic aminoalcohols of pharmacologic interest,"Gakenheimer, Walter Christian","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70164.xml,Pure Sciences||Biochemistry||Biological Sciences||Food science||A||Corn||Kernels||Manometer||Measured||Oxygen||Respiration||Study||Technique||Warburg||Wheat,English,Dissertation,1938,A study of the oxygen respiration in corn and wheat kernels as measured by the Warburg manometer technique,"Shirk, Harold George","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70165.xml,Biological Sciences||Morphology||Biological Sciences||Botany||Anatomy||Aurantioideae||Floral,English,Dissertation,1938,The floral anatomy of the Aurantioideae,"Tillson, Albert Holmes","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70166.xml,Biological Sciences||Agronomy||Boron||Brassica||Genus||Mineral||Nutrition||Particular||Reference,English,Dissertation,1939,Mineral nutrition of the genus <italic>Brassica</italic> with<p>particular reference to boron,"Chandler, F. B.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70167.xml,Pure Sciences||Biochemistry||Biological Sciences||Microbiology||Assay||Biological||Eight||Employing||Ergonovine||Estimation||Illustrated||Isolated||Strips||Tissue,English,Dissertation,1943,Biological assay employing eight isolated tissue strips illustrated by the estimation of ergonovine,"Thompson, Robert Edward","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70168.xml,Applied Sciences||Mechanical engineering||Pure Sciences||Plasma physics||A||Compressible||Flow||Fluid||Nozzle,English,Dissertation,1952,A nozzle flow for a compressible fluid,"Thickstun, William Russell","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70169.xml,Biological Sciences||Cellular biology||Biological Sciences||Botany||Nucliolus||Tulipa,English,Dissertation,1936,The nucleolus in Tulipa,"Woods, Mark Winton","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70170.xml,Biological Sciences||Food science||Blood||Chickens||Determinations||Dressing||Loss||Volume,English,Dissertation,1949,Blood volume determinations in chickens and blood loss in dressing,"Newell, George Watts","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70171.xml,"Language, Literature and Linguistics||American literature||Communication and the Arts||Mass communication||A||Baltimore||History||Literary||Periodicals",English,Dissertation,1941,A history of literary periodicals in Baltimore,"Terwilliger, William Bird","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70172.xml,Biological Sciences||Soil sciences||Conditions||Deficiencies||Food||Plant||Rapid||Soils||Southern||Testing||Under,English,Dissertation,1938,Rapid testing of soils for plant food deficiencies under southern conditions,"Miles, Ivan Ernest","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70173.xml,Biological Sciences||Physiology||Biological Sciences||Veterinary science||Clearance||Dog||Hemoglobin||Renal,English,Dissertation,1942,The renal clearance of hemoglobin in the dog,"Monke, J. Victor","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70174.xml,Pure Sciences||Organic chemistry||Health and Environmental Sciences||Pharmacology||Compounds||Flourine||Interest||Organic||Some||Therapeutic,English,Dissertation,1939,Some organic flourine compounds of therapeutic interest,"Dunker, Melvin F. W.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70175.xml,Biological Sciences||Microbiology||Pure Sciences||Electromagnetics||Electrophoretic||Microorganisms||Migration||Studies||Various||Velocity,English,Dissertation,1937,Studies of the electrophoretic migration velocity of various microorganisms,"Dozois, K. Pierre","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70176.xml,Biological Sciences||Plant pathology||Apple||Development||Scab||Storage,English,Dissertation,1939,The development of storage scab of apple,"Walker, Earnest Artman","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70177.xml,Biological Sciences||Morphology||Biological Sciences||Entomology||Adult||Coleoptera||Immature||Labium||Labrum||Musculature||Pharyngeal||Regions,English,Dissertation,1941,"The musculature of the labrum, labium and pharyngeal regions of adult and immature Coleoptera","Dorsey, Carl Kester","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70178.xml,Pure Sciences||Biochemistry||Biological Sciences||Physiology||Biological Sciences||Botany||Activity||Barley||Catalese||Curve||Growth||Relation,English,Dissertation,1929,Catalase activity in relation to the growth curve of barley,"Pope, Merritt N.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70179.xml,Social Sciences||Urban planning||Social Sciences||Geography||College||Deed||Description||Investigation||Land||Marks||Maryland||Oldest||Original||Park||Property||Reference||Some||University,English,Dissertation,1937,An investigation of the original deed description of the University of Maryland property at College Park with reference to some of the oldest land marks,"Pyle, Milton Allender","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70180.xml,Biological Sciences||Food science||Biological Sciences||Microbiology||A||Aging||Bacteriological||Changes||Cured||Hams||Produced||Study,English,Dissertation,1931,A study of the bacteriological changes produced during the aging of cured hams,"Purdy, Daisy I.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70181.xml,Health and Environmental Sciences||Developmental biology||Biological Sciences||Endocrinology||Body||Brain||Effect||Function||Gland||Growth||Pituitary||Relations||Weight,English,Dissertation,1934,The growth function of the pituitary gland; its effect upon the brain and brain weight-body weight relations,"Rubinstein, Hyman Solomon","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70182.xml,Biological Sciences||Agronomy||Chemical||Concord||Fruiting||Grape||Habits||Pruning||Relation||Studies||Vine,English,Dissertation,1925,The concord grape&mdash;pruning and chemical studies in relation<p>to the fruiting habits of the vine,"Schrader, Albert Lee","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70183.xml,Pure Sciences||Organic chemistry||Chemistry||Pyrane||Studies,English,Dissertation,1947,Studies in pyrane chemistry,"Sanders, Herman","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70184.xml,Biological Sciences||Agronomy||Biological Sciences||Soil sciences||A||Atlantic||Coastal||Cropping||Different||Efficiency||Factors||Forms||Influencing||Nitrogen||Plain||Region||Related||Soil||Study||System||Type,English,Dissertation,1927,A study of the factors influencing the efficiency of different forms of nitrogen as related to soil type and cropping system in the Atlantic coastal plain region,"Smith, Arthur Matthias","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70185.xml,Biological Sciences||Cellular biology||Biological Sciences||Genetics||Cytological||Derive||Polyploids||Studies,English,Dissertation,1949,Cytological studies on polyploids derive,"Scott, Donald Hyde","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70186.xml,Biological Sciences||Cellular biology||Biological Sciences||Genetics||Biological Sciences||Plant sciences||Cultivated||Cytological||Derived||Fragaria||L||Polyploids||Strawberries||Studies||Tetraploid||Vesca,English,Dissertation,1942,A study of the chemical and physical changes produced in a soil by the formation of the organic colloidial complex,"Kelley, Carl Williams","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70187.xml,Applied Sciences||Mechanical engineering||A||Action||Beam||Constant||Elastic||Force||Midsupport||Moving||Span||Symmetrical||Two||Under||Uniformly||Vibrations,English,Dissertation,1953,"Vibrations of a two span symmetrical beam with an elastic midsupport under the action of a constant, uniformly moving force","Shames, Irving Herman","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70188.xml,Pure Sciences||Biochemistry||Biological Sciences||Botany||A||Caprae||Ipomea||L||Pes||Phytochemical||Study||Sweet,English,Dissertation,1937,A phytochemical study of <italic>Ipomea pes-caprae</italic><p>(L.) Sweet,"Cwalina, Gustav Edward","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70189.xml,Pure Sciences||Inorganic chemistry||Aid||Aluminum||Beryllium||Hexametaphosphate||Separation||Sodium,English,Dissertation,1937,The separation of aluminum from beryllium with the aid of sodium hexametaphosphate,"Parent, Paul Andrew","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70190.xml,Biological Sciences||Animal sciences||Cleavage||Domestic||Early||Egg||Fertilization||Fowl||Maturation,English,Dissertation,1941,"Maturation, fertilization, and early cleavage in the egg of the domestic fowl","Olsen, Marlow William","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70191.xml,Pure Sciences||Inorganic chemistry||Electrode||Potential||Redox||Standard||Sulfate||Uranous||Uranyl,English,Dissertation,1944,The standard electrode potential of the uranous-uranyl sulfate redox electrode,"Orban, Edward","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70192.xml,Biological Sciences||Plant sciences||Biological Sciences||Microbiology||Biological Sciences||Ecology||Apple||Fleshy||Grafts||Hairy||Organism||Origin||Phytomonas||Produced||Rhizogenes||Root||Roots,English,Dissertation,1934,"The origin of fleshy roots produced on apple grafts<p>by the hairy root organism, <italic>Phytomonas rhizogenes</italic>","Siegler, Eugene Alfred","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70193.xml,Biological Sciences||Entomology||A||Bound||Codling||Content||Free||Larva||Low||Moth||Ratio||Study||Susceptibility||Temperatures||Water,English,Dissertation,1933,A study of the susceptibility to low temperatures and of the ratio of the bound-free water content of the codling moth larva,"Siegler, Edouard Horace","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70194.xml,Health and Environmental Sciences||Pharmacology||Cis||Homologs||Trans||Tropanol,English,Dissertation,1947,Cis- and trans-tropanol and homologs,"Smith, Pierre Frank","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70195.xml,Biological Sciences||Food science||Food||Poisoning||Staphylococci||Studies,English,Dissertation,1939,Studies on food-poisoning <italic>staphylococci</italic>,"Slocum, Glenn Gerald","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70196.xml,Biological Sciences||Agronomy||Artichoke||Helianthus||Jerusalem||L||Period||Rest||Studies||Tuberosus||Tubers,English,Dissertation,1936,"Studies on the rest period of tubers of the Jerusalem artichoke.(<italic><p>Helianthus tuberosus,</italic> L.)","Steinbauer, Clarence E.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70197.xml,Biological Sciences||Plant pathology||Pure Sciences||Biochemistry||Calcium||Fusarium||Muskmelon||Nitrogen||Potassium||Relation||Wilt,English,Dissertation,1947,"Nitrogen, potassium, and calcium in relation to Fusarium wilt of muskmelon","Stoddard, David Lee","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70198.xml,Biological Sciences||Physiology||Biological Sciences||Zoology||Blood||Differences||Frogs||High||Low||Physiological||Some||Temperatures,English,Dissertation,1940,Some physiological differences between the blood of frogs at high and low temperatures,"Stull, William De Mott","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70199.xml,Pure Sciences||Biochemistry||Biological Sciences||Botany||Amino||Determination||Extracts||L||Metabolism||Nitrogen||Nitrogenous||Plant||Solanum||Tuberosum||Tubers,English,Dissertation,1934,The determination of amino nitrogen in plant extracts. Nitrogenous<p>metabolism in tubers of <italic>Solanum tuberosum</italic> L.,"Stuart, Neil Wade","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70200.xml,Biological Sciences||Endocrinology||Biological Sciences||Physiology||Adrenalin||Anterior||Effect||Extract||Gland||Hormone||Hypophysis||Lobe||Pilocarpine||Posterior||Response||Thyreoactivator||Thyroid,English,Dissertation,1936,"The effect of posterior lobe extract, adrenalin, and pilocarpine on the response of the thyroid gland to the thyreoactivator hormone of the anterior lobe of the hypophysis","Teitelbaum, Harry A.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70201.xml,Biological Sciences||Plant sciences||Color||Factors||Genetic||L||Lactuca||Lettuce||Relations||Sativa||Scariola||Some,English,Dissertation,1936,The genetic relations of some color factors in lettuce (<italic><p>Lactuca sativa</italic> and L. scariola),"Thompson, Ross C.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70202.xml,Social Sciences||Transportation||Social Sciences||Public administration||Carriers||Commerce||Commission||Interstate||Motor||Operating||Policy||Property||Relating||Rights,English,Dissertation,1952,Interstate Commerce Commission policy relating to operating rights of motor carriers of property,"Taff, Charles Albert","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70203.xml,Biological Sciences||Morphology||Biological Sciences||Botany||Anatomy||Floral||Parts||Plants||Solanaceous||Some||Vascular,English,Dissertation,1935,The vascular anatomy of the floral parts of some solanaceous plants,"Walls, Edgar Perkings","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70204.xml,Education||Educational evaluation||A||Achievement||Child||Influence||Participation||Program||Pupil||Service||Study||Teacher,English,Dissertation,1951,A study of the influence of teacher participation in an in-service program of child study upon pupil achievement,"Waetjen, Walter Bernhard","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70205.xml,Pure Sciences||Organic chemistry||Acids||Alkoximino||Alpha||Amide,English,Dissertation,1947,&alpha;-alkoximino acids and their amides,"Weaver, Warren Eldred","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70206.xml,Health and Environmental Sciences||Nutrition||A||Nutritional||Strawberry||Study,English,Dissertation,1928,A nutritional study of the strawberry,"Whitehouse, William Edwin","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70207.xml,Biological Sciences||Agronomy||Biological Sciences||Food science||Apples||Effect||Fertilizers||Firmness||Keeping||Peaches||Potash||Quality||Strawberries||Various,English,Dissertation,1931,"The effect of various potash fertilizers on the firmness and keeping quality of apples, peaches and strawberries","Weinberger, John Howard","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70208.xml,Pure Sciences||Plasma physics||A||Approximation||Flow||Gas||Polytropic||Transonic,English,Dissertation,1951,An approximation to transonic flow of a polytropic gas,"Tierney, John A.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70209.xml,Pure Sciences||Mathematics||Greek||Infinite||Mathematics||Processes,English,Dissertation,1943,Infinite processes in Greek mathematics,"Vedova, George Clarence","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70210.xml,Biological Sciences||Agronomy||Biological Sciences||Soil sciences||Applications||Beans||Beets||Carrots||Effects||Growth||Heavy||Inter||Lettuce||Metabolism||Phosphorus||Reaction||Relation||Snap||Soil,English,Dissertation,1931,"The effects of heavy applications of phosphorus on the inter-relation of soil reaction and growth metabolism of lettuce, beets, carrots, and snap beans","Zimmerley, Howard Henry","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70211.xml,Biological Sciences||Agronomy||Absorption||Apple||Content||Distribution||Effect||Fertilizer||Fruit||Growth||Keeping||Movement||Nitrogen||Nutrition||Peach||Potassium||Quality||Seasonal||Soil||Studies||Tree||Trees||Yield||Young,English,Dissertation,1934,"Studies on the potassium nutrition of the apple and peach. The effect of potassium fertilizer on the potassium content of soil and tree, growth and yield of tree, and keeping quality of fruit. The absorption, distribution and seasonal movement of potassium in young apple, trees, and the effect of potassium fertilizer on potassium and nitrogen content and growth of tree","Chandler, Robert F.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70212.xml,Biological Sciences||Botany||Biological Sciences||Morphology||Health and Environmental Sciences||Pharmacology||Anatomy||Incarnata||L||Passiflora||Pharmacognostic||Some||Species||Transition||Zone,English,Dissertation,1935,The anatomy of the transition zone of some species of <italic><p>Passiflora</italic> and the pharmacognostic anatomy of <italic>Passiflora<p>incarnata</italic> L.,"Shulman, Emanuel Veritus","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70213.xml,Biological Sciences||Botany||A||Comparative||Maryland||Sennas||Study,English,Dissertation,1935,A comparative study of Maryland sennas,"Slama, Frank J.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70214.xml,Pure Sciences||Biochemistry||Alcohols||Anhydrides||Metabolism||Sugar,English,Dissertation,1937,The metabolism of the sugar alcohols and their anhydrides,"Carr, C. Jelleff","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70215.xml,Applied Sciences||Civil engineering||Applied Sciences||Geotechnology||Application||Engineering||Highway||Mechanics||Soil,English,Dissertation,1951,The application of soil mechanics to highway engineering,"Barber, Edward S.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70249.xml,Biological Sciences||Botany||A||Botrytis||Brassica||C||Cauliflower||D||Linn||Oleracea||Study||Var,English,Dissertation,1952,"A study of cauliflower, <italic>Brassica oleracea</italic><p>Linn., var. botrytis, D.C.","Aamlid, Kaare","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70250.xml,Psychology||Experimental psychology||Ability||Prediciting||Reporting||Subjects||Test,English,Dissertation,1952,Prediciting the reporting ability of test subjects,"Abelson, Herbert Irving","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70252.xml,Pure Sciences||Analytical chemistry||Pure Sciences||Organic chemistry||Acids||Amino||Analysis||Characterization||Dl||Hydroxyproline||Means||Solubility||Studies||Synthesis||Temperatures||Threonine,English,Dissertation,1949,Studies on the synthesis of DL-threonine and DL-hydroxyproline and the characterization and analysis of amino acids by means of solubility temperatures,"Adams, Rowland Keedy","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70253.xml,"Language, Literature and Linguistics||English literature||A||Dicken||Imagery||S||Study",English,Dissertation,1953,A study of Dicken's imagery,"Adams, Ruth Robertson","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70254.xml,Health and Environmental Sciences||Pharmacology||A||Alcohols||Comparison||Drugs||Ethyl||Extraction||Isopropyl||Menstrua,English,Dissertation,1949,A comparison of isopropyl and ethyl alcohols as menstrua in the extraction of drugs,"Allen, Benjamin Frank","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70255.xml,Biological Sciences||Agronomy||Clover||Effects||L||Management||Medium||Pratense||Red||Seedling||Stands||Treatments||Trifolium||Year||Yields,English,Dissertation,1951,"Effects of seedling year management treatments on stands and<p>yields of medium red clover, <italic>Trifolium pratense</italic> L.","Allen, Robert John","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70256.xml,Earth Sciences||Biogeochemistry||Certain||Colloids||Pressure||Relations||Soil||Typical||Vapor,English,Dissertation,1935,Vapor pressure relations of certain typical soil colloids,"Alexander, Lyle T.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70257.xml,Health and Environmental Sciences||Pharmacology||A||Animal||Assay||Chorionic||Frog||Gonadotrophin||Male||Test,English,Dissertation,1951,The male frog as a test animal for the assay of chorionic gonadotrophin,"Amin, Anubhai Harilal","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70258.xml,Biological Sciences||Animal sciences||Acid||Amino||Chick||Growth||Imbalances||Influence||Metabolism||Rate,English,Dissertation,1950,The influence of amino acid imbalances on the growth rate and metabolism of the chick,"Anderson, Jay Oscar","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70259.xml,Social Sciences||Land use planning||County||Indiana||Land||Morgan||Patterns||Problems||Rural||Some||Use,English,Dissertation,1950,"Some rural land use patterns and problems of Morgan County, Indiana","Anderson, James R.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70260.xml,Social Sciences||Political science||1936||1948||American||Ci0||Politics||Role||S,English,Dissertation,1952,"The CIO's role in American politics, 1936-1948","Arnold, Delbert Donald","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70261.xml,Pure Sciences||Organic chemistry||Dehydrogenation||Hydrogenation||Pyrethrosin||Studies,English,Dissertation,1942,Studies on the hydrogenation and dehydrogenation of pyrethrosin,"Anspon, Harry Davis","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70263.xml,Biological Sciences||Animal sciences||Chick||Factors||Growth||Hatchability||Nutrition||Poultry||Unidentified,English,Dissertation,1953,Unidentified chick growth and hatchability factors in poultry nutrition,"Arscott, George Henry","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70264.xml,"Communication and the Arts||Theater||Language, Literature and Linguistics||German literature||Dramas||Figures||Heinrich||Investigation||Kleist||S||Speech||Style||Von",English,Dissertation,1943,Figures of speech in the dramas of Heinrich von Kleist: An investigation into Kleist's style,"Backenstoss, Ross Elwood","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70265.xml,Education||Teacher education||Education||Educational evaluation||Baltimore||Community||Development||Evaluation||Program||Service||Study||Teachers,English,Dissertation,1951,Development and evaluation of the Baltimore teachers' in-service community study program,"Bard, Harry","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70266.xml,Social Sciences||Public administration||Animal||Auxiliary||Bureau||Functions||Industry||Staff||States||United||Use,English,Dissertation,1950,Use of the staff and auxiliary functions in the United States Bureau of Animal Industry,"Bartilson, Thomas H.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70267.xml,Biological Sciences||Physiology||Affecting||Factors||Quotient||Respiratory,English,Dissertation,1952,Factors affecting the respiratory quotient,"Bartlett, Roscoe, Jr.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
DP70268.xml,Biological Sciences||Botany||Content||Cuneata||Determination||Don||Inheritance||Lespedeza||Photoperiodic||Response||Studies||Tannin,English,Dissertation,1953,"Studies of inheritance, photoperiodic response, and determination<p>of tannin content of <italic>Lespedeza cuneata</italic> Don","Bates, R. P.","Digital Repository at the University of Maryland||University of Maryland (College Park, Md)"
